ad_id,origin,condition,car_model,mileage,exterior_color,interior_color,num_of_doors,seating_capacity,fuel_system,transmission,drive_type,fuel_consumption,brand,grade,year_of_manufacture,car_name,price,type_of_engine,engine_capacity,normalised_mileage,normalised_engine_capacity,normalised_num_of_doors,normalised_seating_capacity,normalised_fuel_consumption,normalised_price
4865556,imported,used car,hatchback,80000,red,yellow,5,5,,automatic,fwd - front-wheel drive,5.0,toyota,yaris,2011.0,Toyota Yaris 1.5 AT 2011,12753.06483,petrol,1.5,0.4,0.29,0.67,0.21,0.25,0.31
4865581,domestic assembly,used car,suv,23686,white,yellow,5,5,,automatic,fwd - front-wheel drive,7.0,mazda,cx5,2020.0,Mazda CX5 2.0 Premium 2020 car,30566.86968,petrol,2.0,0.12,0.5,0.67,0.21,0.5,0.75
4865593,imported,used car,4x4,70000,sand,black,4,5,,automatic,rfd - rear-wheel drive,7.0,ford,ranger,2020.0,Ford Ranger XLS 2.2L 4x2 AT 2020,23279.40407,diesel,2.2,0.35,0.58,0.33,0.21,0.5,0.57
4865613,imported,used car,hatchback,120000,green,brown,5,5,,automatic,fwd - front-wheel drive,7.0,kia,morning,2005.0,Kia Morning LX 1.0 AT 2005,5465.599215,petrol,1.0,0.61,0.08,0.67,0.21,0.5,0.13
4865637,domestic assembly,used car,suv,160000,green,gray,5,8,efi,manual,rfd - rear-wheel drive,8.0,toyota,zace,2004.0,Toyota Zace GL 2004,7489.89522,petrol,1.8,0.81,0.42,0.67,0.43,0.62,0.18
4865681,domestic assembly,used car,sedan,0,black,black,4,5,gasoline,automatic,fwd - front-wheel drive,7.0,kia,forte,2011.0,Kia Forte SX 1.6 AT 2011,13198.40995,petrol,1.6,0.0,0.33,0.33,0.21,0.5,0.33
4865682,imported,used car,hatchback,99000,silver,black,5,5,dohc,manual,fwd - front-wheel drive,6.0,hyundai,getz,2010.0,Hyundai Getz 1.1 MT 2010,6072.888017,petrol,1.1,0.5,0.12,0.67,0.21,0.38,0.15
4865713,domestic assembly,used car,sedan,141000,silver,cream,4,5,hand,manual,fwd - front-wheel drive,6.0,toyota,vios,2010.0,Toyota Vios 1.5E 2010 car,9514.191227,petrol,1.5,0.71,0.29,0.33,0.21,0.38,0.23
4865866,imported,used car,hatchback,10000,white,gray,5,5,gasoline,automatic,fwd - front-wheel drive,6.0,hyundai,i10,2015.0,Hyundai i10 Grand 1.0 AT 2015 car,12145.77603,petrol,1.0,0.05,0.08,0.67,0.21,0.38,0.3
4865869,imported,used car,hatchback,140000,silver,colorful,5,5,,manual,fwd - front-wheel drive,6.0,hyundai,getz,2009.0,Hyundai Getz 1.1 MT 2009,5465.599215,petrol,1.1,0.71,0.12,0.67,0.21,0.38,0.13
4865901,domestic assembly,used car,sedan,22000,white,gray,4,5, gasoline,automatic,fwd - front-wheel drive,7.0,hyundai,elantra,2022.0,Hyundai Elantra 1.6 AT 2022,24291.55207,petrol,1.6,0.11,0.33,0.33,0.21,0.5,0.6
4865956,domestic assembly,used car,hatchback,50000,black,black,5,5,,automatic,fwd - front-wheel drive,6.0,mazda,3,2017.0,Mazda 3 1.5 AT 2017,20850.24886,petrol,1.5,0.25,0.29,0.67,0.21,0.38,0.51
4865972,domestic assembly,new car,sedan,0,red,black,4,5,direct fuel injection,automatic,fwd - front-wheel drive,4.0,hyundai,i10,2022.0,Hyundai i10 1.2 AT 2022 car,16801.65685,petrol,1.25,0.0,0.19,0.33,0.21,0.12,0.41
4865981,domestic assembly,used car,sedan,70000,white,black,4,5,gasoline,automatic,fwd - front-wheel drive,8.0,mazda,3,2018.0,Mazda 3 2.0 AT 2018,21781.42502,petrol,2.0,0.35,0.5,0.33,0.21,0.62,0.54
4865997,imported,new car,4x4,0,grey,black,4,5,direct oil injection,automatic,4wd - four-wheel drive (4wd),7.0,nissan,navara,2022.0,Nissan Navara Pro-4X 2.3 AT 4WD 2022,35141.77865,diesel,2.3,0.0,0.62,0.33,0.21,0.5,0.87
4866014,imported,used car,crossover,40000,white,black,5,5,electronic needle injection,automatic,fwd - front-wheel drive,5.0,hyundai,creta,2022.0,Hyundai Creta Special 1.5 AT 2022,27125.56647,petrol,1.5,0.2,0.29,0.67,0.21,0.25,0.67
4866016,domestic assembly,used car,crossover,30000,black,black,5,5,gasoline,automatic,fwd - front-wheel drive,7.0,kia,seltos,2021.0,Kia Seltos Premium 1.4 AT 2021,28259.17224,petrol,1.4,0.15,0.25,0.67,0.21,0.5,0.7
4866042,domestic assembly,used car,sedan,5000,white,cream,4,5, electronic fuel injection,automatic,fwd - front-wheel drive,5.0,kia,cerato,2017.0,Kia Cerato 1.6 AT 2017,18947.41061,petrol,1.6,0.03,0.33,0.33,0.21,0.25,0.47
4866055,imported,used car,4x4,76000,green,black,4,5,electricity,automatic,rfd - rear-wheel drive,7.0,ford,ranger,2018.0,Ford Ranger XLS 2.2L 4x2 AT 2018,23036.48854,diesel,2.2,0.38,0.58,0.33,0.21,0.5,0.57
4866057,imported,used car,4x4,38000,black,black,4,5,electronic fuel injection,automatic,rfd - rear-wheel drive,6.0,mitsubishi,triton,2020.0,Mitsubishi Triton 4x2 AT Mivec 2020,21659.96726,diesel,2.4,0.19,0.67,0.33,0.21,0.38,0.53
4866093,imported,new car,suv,0,orange,different color,5,7,,automatic,fwd - front-wheel drive,8.0,mitsubishi,xpander,2023.0,Mitsubishi Xpander Cross 1.5 AT 2023,28259.17224,petrol,1.5,0.0,0.29,0.67,0.36,0.62,0.7
4866099,domestic assembly,used car,crossover,50000,copper,black,5,8,,manual,rfd - rear-wheel drive,8.0,toyota,innova,2020.0,Toyota Innova 2.0E 2020 car,23967.66471,petrol,2.0,0.25,0.5,0.67,0.43,0.62,0.59
4866102,imported,new car,suv,0,white,black,5,7,electronic oil injection,automatic,rfd - rear-wheel drive,5.0,ford,everest,2023.0,Ford Everest Titanium 2.0L 4x2 AT 2023,40485.92011,diesel,2.0,0.0,0.5,0.67,0.36,0.25,1.0
4866103,imported,new car,suv,0,red,black,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,toyota,corolla cross,2022.0,Toyota Corolla Cross 1.8V 2022,32388.73609,petrol,1.8,0.0,0.42,0.67,0.21,0.25,0.8
4866123,domestic assembly,new car,suv,0,red,black,5,5,,automatic,fwd - front-wheel drive,5.0,mazda,cx5,2023.0,Mazda CX5 Deluxe 2.0 AT 2023 car,30728.81337,petrol,2.0,0.0,0.5,0.67,0.21,0.25,0.76
4866130,domestic assembly,used car,sedan,164500,white,brown,4,5,,automatic,fwd - front-wheel drive,8.0,honda,city,2013.0,Honda City 1.5 AT 2013 car,12753.06483,petrol,1.5,0.83,0.29,0.33,0.21,0.62,0.31
4866133,domestic assembly,new car,sedan,0,black,gray,4,5,direct fuel injection,manual,fwd - front-wheel drive,5.0,hyundai,accent,2022.0,Hyundai Accent 1.4 MT 2022,16882.62869,petrol,1.4,0.0,0.25,0.33,0.21,0.25,0.42
4866151,domestic assembly,new car,4x4,0,yellow,black,4,5,electronic oil injection,automatic,4wd - four-wheel drive (4wd),5.0,ford,ranger,2023.0,Ford Ranger Wildtrak 2.0L 4x4 AT 2023,36639.7577,diesel,2.0,0.0,0.5,0.33,0.21,0.25,0.9
4866164,domestic assembly,used car,crossover,80000,silver,gray,5,7,,manual,fwd - front-wheel drive,6.0,kia,carens,2011.0,Kia Carens LX 1.6 MT 2011,8137.66994,petrol,1.6,0.4,0.33,0.67,0.36,0.38,0.2
4866168,imported,new car,sedan,0,grey,grey,4,5,,automatic,fwd - front-wheel drive,4.0,mazda,2,2023.0,Mazda 2 1.5 AT 2023,17247.00197,petrol,1.5,0.0,0.29,0.33,0.21,0.12,0.43
4866198,imported,new car,suv,0,red,black,5,7,,automatic,fwd - front-wheel drive,6.0,mitsubishi,xpander,2023.0,Mitsubishi Xpander 1.5 AT 2023,26153.90439,petrol,1.5,0.0,0.29,0.67,0.36,0.38,0.65
4866215,imported,used car,van/minivan,60000,silver,black,5,2,,manual,fwd - front-wheel drive,7.0,dongben,db x30,2020.0,Dongben DB X30 V2S 2020 car,6680.17682,petrol,1.5,0.3,0.29,0.67,0.0,0.5,0.16
4866244,domestic assembly,used car,van/minivan,160000,black,cream,5,7,,manual,fwd - front-wheel drive,9.0,kia,carnival,2006.0,Kia Carnival GS 2.5 MT 2006,6882.60642,petrol,2.5,0.81,0.71,0.67,0.36,0.75,0.17
4866270,imported,used car,4x4,90000,sand,black,4,5,,automatic,rfd - rear-wheel drive,8.0,ford,ranger,2015.0,Ford Ranger XLS 2.2L 4x2 AT 2015,18218.66405,diesel,2.2,0.45,0.58,0.33,0.21,0.62,0.45
4866290,domestic assembly,used car,sedan,91236,black,cream,4,5,gasoline,automatic,fwd - front-wheel drive,6.0,kia,k3,2015.0,Kia K3 1.6 AT 2015,16923.11461,petrol,1.6,0.46,0.33,0.33,0.21,0.38,0.42
4866291,domestic assembly,new car,crossover,0,white,black,5,5,,automatic,awd - 4-wheel drive (awd),10.0,hyundai,tucson,2023.0,Hyundai Tucson 1.6 AT Turbo HTRAC Special 2023,40485.92011,petrol,1.6,0.0,0.33,0.67,0.21,0.88,1.0
4866308,domestic assembly,used car,suv,185000,white,white,5,8,,manual,rfd - rear-wheel drive,7.0,toyota,fortuner,2009.0,Toyota Fortuner 2.5G 2009,18218.66405,diesel,2.5,0.93,0.71,0.67,0.43,0.5,0.45
4866342,imported,used car,suv,5400,black,black,5,5,tfsi,automatic,awd - 4-wheel drive (awd),10.0,audi,q5,2017.0,Audi Q5 2.0 AT 2017,40485.92011,petrol,2.0,0.03,0.5,0.67,0.21,0.88,1.0
4866343,domestic assembly,used car,sedan,162000,silver,black,4,5,fuel injection,manual,fwd - front-wheel drive,6.0,kia,spectra,2004.0,Kia Spectra 1.6 MT 2004,3157.901769,petrol,1.6,0.82,0.33,0.33,0.21,0.38,0.08
4866347,imported,used car,crossover,18000,red,black,5,5,,automatic,fwd - front-wheel drive,7.0,mazda,cx3,2021.0,Mazda cx3 Luxury 1.5 AT 2021 car,24089.12247,petrol,1.5,0.09,0.29,0.67,0.21,0.5,0.59
4866369,domestic assembly,new car,crossover,0,orange,cream,5,5,mpi,automatic,fwd - front-wheel drive,5.0,kia,sonet,2022.0,Kia Sonet Premium 1.5 AT 2022 car,24048.63655,petrol,1.5,0.0,0.29,0.67,0.21,0.25,0.59
4866373,imported,new car,crossover,0,white,black,5,5,,automatic,fwd - front-wheel drive,10.0,hyundai,creta,2023.0,Hyundai Creta Special 1.5 AT 2023,25506.12967,petrol,1.5,0.0,0.29,0.67,0.21,0.88,0.63
4866380,imported,used car,4x4,47000,copper,black,4,5,,automatic,4wd - four-wheel drive (4wd),7.0,ford,ranger,2019.0,Ford Ranger Wildtrak 2.0L 4x4 AT 2019,29554.72168,diesel,2.0,0.24,0.5,0.33,0.21,0.5,0.73
4866381,domestic assembly,used car,suv,35000,white,black,5,5,,automatic,awd - 4-wheel drive (awd),9.0,mercedes benz,glc,2020.0,Mercedes Benz GLC 300 4Matic 2020,40485.92011,petrol,2.0,0.18,0.5,0.67,0.21,0.75,1.0
4866383,imported,used car,hatchback,109555,white,green,5,5,,automatic,fwd - front-wheel drive,5.0,daewoo,matiz,2008.0,Daewoo Matiz Super 0.8 AT 2008 car,5870.458416,petrol,0.8,0.55,0.0,0.67,0.21,0.25,0.14
4866413,domestic assembly,used car,suv,85000,red,black,5,5,,automatic,fwd - front-wheel drive,5.0,ford,ecosport,2015.0,Ford EcoSport Titanium 1.5L AT 2015,15384.64964,petrol,1.5,0.43,0.29,0.67,0.21,0.25,0.38
4866416,domestic assembly,used car,sedan,22000,black,black,4,5,,manual,fwd - front-wheel drive,5.0,toyota,vios,2020.0,Toyota Vios 1.5E MT 2020,16599.22725,petrol,1.5,0.11,0.29,0.33,0.21,0.25,0.41
4866440,domestic assembly,used car,sedan,50000,silver,black,4,5,,automatic,rfd - rear-wheel drive,7.0,mercedes benz,e class,2013.0,Mercedes Benz E class E200 2013,27489.93975,petrol,2.0,0.25,0.5,0.33,0.21,0.5,0.68
4866447,domestic assembly,used car,sedan,50000,silver,black,4,5,mpi,automatic,rfd - rear-wheel drive,7.0,mercedes benz,e class,2013.0,Mercedes Benz E class E200 2013,27489.93975,petrol,1.8,0.25,0.42,0.33,0.21,0.5,0.68
4866515,imported,used car,suv,108538,silver,brown,5,7,,automatic,fwd - front-wheel drive,7.0,hyundai,santafe,2010.0,Hyundai SantaFe SLX 2010 car,23481.83367,diesel,2.0,0.55,0.5,0.67,0.36,0.5,0.58
4866543,imported,used car,4x4,0,black,black,4,5,,manual,4wd - four-wheel drive (4wd),6.0,toyota,hilux,2009.0,Toyota Hilux 3.0G 4x4 MT 2009,12348.20563,diesel,3.0,0.0,0.92,0.33,0.21,0.38,0.3
4866559,imported,used car,hatchback,50000,take note,colorful,5,5,,automatic,fwd - front-wheel drive,5.0,hyundai,click,2008.0,Hyundai Click 1.4 AT 2008 car,7692.32482,petrol,1.4,0.25,0.25,0.67,0.21,0.25,0.19
4866562,domestic assembly,used car,sedan,36000,black,cream,4,5,5,automatic,fwd - front-wheel drive,5.0,toyota,vios,2019.0,Toyota Vios 1.5G 2019,20202.47413,petrol,1.5,0.18,0.29,0.33,0.21,0.25,0.5
4866566,imported,new car,crossover,0,green,black,5,5,,automatic,fwd - front-wheel drive,10.0,hyundai,creta,2023.0,Hyundai Creta Standard 1.5 AT 2023,23684.26327,petrol,1.5,0.0,0.29,0.67,0.21,0.88,0.58
4866578,domestic assembly,used car,suv,80000,black,brown,5,8,8,automatic,rfd - rear-wheel drive,8.0,toyota,fortuner,2012.0,Toyota Fortuner 2.7V 4x2 AT 2012,18421.09365,petrol,2.7,0.4,0.79,0.67,0.43,0.62,0.45
4866579,domestic assembly,used car,suv,60000,black,black,5,5,,automatic,awd - 4-wheel drive (awd),10.0,mercedes benz,glc,2016.0,Mercedes Benz GLC 300 4Matic 2016,40485.92011,petrol,2.0,0.3,0.5,0.67,0.21,0.88,1.0
4866625,domestic assembly,used car,crossover,25000,black,cream,5,8,,manual,rfd - rear-wheel drive,8.0,toyota,innova,2007.0,Toyota Innova G 2007 car,9514.191227,petrol,2.0,0.13,0.5,0.67,0.43,0.62,0.23
4866632,imported,used car,suv,56000,red,black,5,7,electronic fuel injection,automatic,rfd - rear-wheel drive,8.0,ford,everest,2020.0,Ford Everest Titanium 2.0L 4x2 AT 2020,40081.06091,diesel,2.0,0.28,0.5,0.67,0.36,0.62,0.99
4866654,domestic assembly,new car,crossover,0,white,black,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,6.0,kia,seltos,2022.0,Kia Seltos Luxury 1.4 AT 2022,27287.51015,petrol,1.4,0.0,0.25,0.67,0.21,0.38,0.67
4866702,domestic assembly,used car,sedan,86000,black,sand,4,5,gasoline,manual,fwd - front-wheel drive,7.0,toyota,vios,2016.0,Toyota Vios 1.5E 2016,13603.26916,petrol,1.5,0.43,0.29,0.33,0.21,0.5,0.34
4866728,imported,new car,suv,0,red,black,5,7,direct,automatic,4wd - four-wheel drive (4wd),7.0,ford,everest,2023.0,Ford Everest Titanium Plus 2.0L 4x4 AT 2023,40485.92011,diesel,2.0,0.0,0.5,0.67,0.36,0.5,1.0
4866732,domestic assembly,used car,crossover,26000,red,black,5,5,fuel injection,automatic,fwd - front-wheel drive,7.0,hyundai,kona,2020.0,Hyundai Kona 2.0 ATH 2020,23684.26327,petrol,2.0,0.13,0.5,0.67,0.21,0.5,0.58
4866775,domestic assembly,used car,suv,47538,black,brown,5,7,,automatic,awd - 4-wheel drive (awd),8.0,hyundai,santafe,2021.0,Hyundai SantaFe Premium 2.2L HTRAC 2021,40485.92011,diesel,2.2,0.24,0.58,0.67,0.36,0.62,1.0
4866793,domestic assembly,used car,sedan,90000,silver,colorful,4,5,gasoline,manual,fwd - front-wheel drive,6.0,nissan,sunny,2015.0,Nissan Sunny XL 2015 car,9919.050427,petrol,1.5,0.45,0.29,0.33,0.21,0.38,0.24
4866853,domestic assembly,used car,suv,10000,black,black,5,7,,automatic,fwd - front-wheel drive,8.0,honda,crv,2022.0,Honda CRV L 2022 car,40283.49051,petrol,1.5,0.05,0.29,0.67,0.36,0.62,1.0
4866884,imported,used car,hatchback,52000,white,gray,5,5,electronic fuel injection,automatic,fwd - front-wheel drive,5.0,kia,rio,2015.0,Kia Rio 1.4 AT 2015,16558.74133,petrol,1.4,0.26,0.25,0.67,0.21,0.25,0.41
4866913,domestic assembly,used car,hatchback,58000,white,red,5,5,direct spray,automatic,fwd - front-wheel drive,6.0,hyundai,i10,2018.0,Hyundai i10 Grand 1.2 AT 2018 car,14777.36084,petrol,1.25,0.29,0.19,0.67,0.21,0.38,0.36
4866980,imported,used car,sedan,30000,white,gray,4,5,fi,manual,fwd - front-wheel drive,6.0,mazda,323,2002.0,Mazda 323 Standard 2002,3886.648331,petrol,1.6,0.15,0.33,0.33,0.21,0.38,0.1
4867017,domestic assembly,new car,suv,0,black,brown,5,7,,automatic,awd - 4-wheel drive (awd),11.0,hyundai,santafe,2023.0,Hyundai SantaFe Premium 2.5L HTRAC 2023,40485.92011,petrol,2.5,0.0,0.71,0.67,0.36,1.0,1.0
4867054,imported,new car,suv,0,brown,black,5,5,naturally aspirated,automatic,awd - 4-wheel drive (awd),8.0,subaru,forester,2022.0,Subaru Forester 2.0iS EyeSight 2022,39230.85659,petrol,2.0,0.0,0.5,0.67,0.21,0.62,0.97
4867058,domestic assembly,new car,crossover,0,black,brown,5,5,electronic fuel injection,automatic,awd - 4-wheel drive (awd),7.0,kia,sportage,2022.0,Kia Sportage Signature X-Line 1.6T AWD 2022,40485.92011,petrol,1.6,0.0,0.33,0.67,0.21,0.5,1.0
4867101,imported,used car,crossover,74000,black,cream,5,5,fi,automatic,fwd - front-wheel drive,9.0,toyota,venza,2009.0,Toyota Venza 2.7 2009 car,21255.10806,petrol,2.7,0.37,0.79,0.67,0.21,0.75,0.52
4867105,imported,used car,sedan,105000,black,orange,4,5,efi,automatic,fwd - front-wheel drive,8.0,hyundai,sonata,2010.0,Hyundai Sonata 2.0 AT 2010,14777.36084,petrol,2.0,0.53,0.5,0.33,0.21,0.62,0.36
4867111,domestic assembly,new car,suv,0,white,black,5,5,skyactive,automatic,fwd - front-wheel drive,6.0,mazda,cx5,2022.0,Mazda CX5 Premium 2.0 AT 2022 car,33157.96857,petrol,2.0,0.0,0.5,0.67,0.21,0.38,0.82
4867112,imported,used car,crossover,140000,brown,brown,5,5,electronic fuel injection,automatic,4wd - four-wheel drive (4wd),9.0,hyundai,tucson,2010.0,Hyundai Tucson 2.0 AT 4WD 2010,17206.51605,petrol,2.0,0.71,0.5,0.67,0.21,0.75,0.42
4867119,domestic assembly,new car,suv,0,green,black,5,5,direct fuel injection,automatic,fwd - front-wheel drive,6.0,mazda,cx5,2023.0,Mazda CX5 Deluxe 2.0 AT 2023 car,30728.81337,petrol,2.0,0.0,0.5,0.67,0.21,0.38,0.76
4867133,domestic assembly,used car,sedan,0,white,black,4,5,2.0l,automatic,fwd - front-wheel drive,6.0,mazda,6,2018.0,Mazda 6 2.0L Premium 2018,25708.55927,petrol,2.0,0.0,0.5,0.33,0.21,0.38,0.63
4867142,domestic assembly,used car,sedan,80000,black,black,4,5,8,automatic,fwd - front-wheel drive,8.0,mazda,3,2018.0,Mazda 3 1.5 AT 2018,21255.10806,petrol,1.5,0.4,0.29,0.33,0.21,0.62,0.52
4867198,domestic assembly,used car,hatchback,28000,red,black,5,5,,automatic,fwd - front-wheel drive,5.0,vinfast,fadil,2020.0,VinFast Fadil 1.4 AT 2020 car,13684.241,petrol,1.4,0.14,0.25,0.67,0.21,0.25,0.34
4867203,domestic assembly,used car,sedan,100000,white,black,4,5,,automatic,rfd - rear-wheel drive,8.0,mercedes benz,c class,2012.0,Mercedes Benz C class C200 2012,19433.24165,petrol,1.8,0.5,0.42,0.33,0.21,0.62,0.48
4867213,imported,used car,sedan,140000,silver,black,4,5,,automatic,fwd - front-wheel drive,6.0,hyundai,accent,2011.0,Hyundai Accent 1.4 AT 2011,13360.35363,petrol,1.4,0.71,0.25,0.33,0.21,0.38,0.33
4867229,domestic assembly,used car,sedan,40000,red,black,4,5,fi,automatic,fwd - front-wheel drive,6.0,mazda,3,2021.0,Mazda 3 1.5L Luxury 2021,25303.70007,petrol,1.5,0.2,0.29,0.33,0.21,0.38,0.62
4867238,domestic assembly,new car,sedan,0,white,black,4,5,skyactive,automatic,fwd - front-wheel drive,6.0,mazda,3,2022.0,Mazda 3 1.5L Premium 2022,29514.23576,petrol,1.5,0.0,0.29,0.33,0.21,0.38,0.73
4867277,imported,used car,suv,14400,white,gray,5,5,electronic,automatic,4wd - four-wheel drive (4wd),10.0,suzuki,grand vitara,2003.0,Suzuki Grand Vitara 2.0 AT 2003,10323.90963,petrol,2.0,0.07,0.5,0.67,0.21,0.88,0.25
4867282,domestic assembly,used car,suv,24208,white,brown,5,7,,automatic,awd - 4-wheel drive (awd),7.0,hyundai,santafe,2020.0,Hyundai SantaFe Premium 2.4L HTRAC 2020,38461.62411,petrol,2.4,0.12,0.67,0.67,0.36,0.5,0.95
4867285,domestic assembly,new car,suv,0,yellow,brown,5,7,direct fuel injection,automatic,fwd - front-wheel drive,7.0,mazda,cx8,2023.0,Mazda CX8 Luxury 2023 car,40445.43419,petrol,2.5,0.0,0.71,0.67,0.36,0.5,1.0
4867297,imported,new car,crossover,0,green,black,5,5,direct fuel injection,automatic,fwd - front-wheel drive,6.0,mazda,cx 30,2023.0,Mazda CX 30 Premium 2.0 AT 2023,31457.55993,petrol,2.0,0.0,0.5,0.67,0.21,0.38,0.78
4867306,domestic assembly,new car,sedan,0,black,cream,4,5,electronic fuel injection,manual,fwd - front-wheel drive,5.0,toyota,vios,2022.0,Toyota Vios E 1.5 MT 2022,19797.61493,petrol,1.5,0.0,0.29,0.33,0.21,0.25,0.49
4867309,domestic assembly,new car,sedan,0,white,black,4,5,direct fuel injection,automatic,fwd - front-wheel drive,6.0,mazda,6,2023.0,Mazda 6 Premium 2.0 AT 2023,34372.54617,petrol,2.0,0.0,0.5,0.33,0.21,0.38,0.85
4867310,imported,used car,sedan,6789,black,colorful,4,5,electronic tube,automatic,fwd - front-wheel drive,9.0,daewoo,lacetti,2009.0,Daewoo Lacetti CDX 1.6 AT 2009,9230.789787,petrol,1.6,0.03,0.33,0.33,0.21,0.75,0.23
4867337,domestic assembly,used car,van/minivan,0,silver,colorful,5,2,,manual,fwd - front-wheel drive,5.0,chevrolet,spark,2014.0,Chevrolet Spark Lite Van 0.8 MT 2014,0.003238873,petrol,0.8,0.0,0.0,0.67,0.0,0.25,0.0
4867345,domestic assembly,used car,suv,85000,red,black,5,5,1.5l,automatic,fwd - front-wheel drive,5.0,ford,ecosport,2015.0,Ford EcoSport Titanium 1.5L AT 2015,15384.64964,petrol,1.5,0.43,0.29,0.67,0.21,0.25,0.38
4867355,domestic assembly,used car,sedan,10123,white,black,4,5, full,automatic,fwd - front-wheel drive,6.0,kia,k3,2022.0,Kia K3 Premium 1.6 AT 2022 car,25303.70007,petrol,1.6,0.05,0.33,0.33,0.21,0.38,0.62
4867362,domestic assembly,new car,van/minivan,0,grey,brown,5,7,,automatic,fwd - front-wheel drive,7.0,kia,carnival,2023.0,Kia Carnival Premium 2.2D 7S 2023,40485.92011,diesel,2.2,0.0,0.58,0.67,0.36,0.5,1.0
4867387,domestic assembly,used car,crossover,36191,white,cream,4,5,,automatic,fwd - front-wheel drive,10.0,hyundai,tucson,2019.0,Hyundai Tucson 2.0 ATH 2019,30688.32745,petrol,2.0,0.18,0.5,0.33,0.21,0.88,0.76
4867442,domestic assembly,used car,sedan,74000,white,cream,4,5,,automatic,fwd - front-wheel drive,8.0,kia,optima,2017.0,Kia Optima 2.0 ATH 2017,22469.68566,petrol,2.0,0.37,0.5,0.33,0.21,0.62,0.55
4867443,domestic assembly,used car,hatchback,13000,red,black,5,5,,automatic,fwd - front-wheel drive,6.0,hyundai,i10,2022.0,Hyundai i10 1.2 AT 2022 car,17004.08645,petrol,1.25,0.07,0.19,0.67,0.21,0.38,0.42
4867451,domestic assembly,used car,sedan,26000,red,cream,4,5,,automatic,fwd - front-wheel drive,6.0,toyota,vios,2020.0,Toyota Vios 1.5G 2020,19635.67125,petrol,1.5,0.13,0.29,0.33,0.21,0.38,0.48
4867466,domestic assembly,used car,crossover,53000,black,cream,5,5,gasoline,automatic,fwd - front-wheel drive,6.0,hyundai,tucson,2018.0,Hyundai Tucson 1.6 AT Turbo 2018,29716.66536,petrol,1.6,0.27,0.33,0.67,0.21,0.38,0.73
4867511,imported,used car,coupe,60000,yellow,colorful,3,4,,automatic,rfd - rear-wheel drive,10.0,hyundai,genesis,2009.0,Hyundai Genesis 2.0 AT 2009,17327.97381,petrol,2.0,0.3,0.5,0.0,0.14,0.88,0.43
4867518,imported,used car,4x4,80000,white,black,4,5,oil,automatic,rfd - rear-wheel drive,8.0,ford,ranger,2016.0,Ford Ranger XLS 2.2L 4x2 AT 2016,19230.81205,diesel,2.2,0.4,0.58,0.33,0.21,0.62,0.47
4867560,domestic assembly,used car,suv,80000,red,cream,5,7,,automatic,fwd - front-wheel drive,6.0,kia,sorento,2017.0,Kia Sorento DATH 2017 car,30566.86968,diesel,2.2,0.4,0.58,0.67,0.36,0.38,0.75
4867573,domestic assembly,used car,hatchback,0,white,gray,5,5,,manual,fwd - front-wheel drive,5.0,daewoo,matiz,2005.0,Daewoo Matiz SE 0.8 MT 2005,3036.444008,petrol,0.8,0.0,0.0,0.67,0.21,0.25,0.07
4867586,domestic assembly,used car,crossover,29000,black,black,5,5,2.0l,automatic,fwd - front-wheel drive,5.0,hyundai,kona,2020.0,Hyundai Kona 2.0 ATH 2020,24089.12247,petrol,2.0,0.15,0.5,0.67,0.21,0.25,0.59
4867601,domestic assembly,used car,sedan,64000,white,black,4,5,electricity,automatic,fwd - front-wheel drive,7.0,mazda,3,2017.0,Mazda 3 1.5 AT 2017,20647.81925,petrol,1.5,0.32,0.29,0.33,0.21,0.5,0.51
4867630,domestic assembly,used car,suv,12000,white,cream,5,6,electronic fuel injection,automatic,awd - 4-wheel drive (awd),8.0,kia,sorento,2022.0,Kia Sorento Signature 2.5 AT AWD 2022,40485.92011,petrol,2.5,0.06,0.71,0.67,0.29,0.62,1.0
4867631,domestic assembly,used car,sedan,30000,sand,sand,4,5,,automatic,fwd - front-wheel drive,6.0,toyota,vios,2019.0,Toyota Vios 1.5G 2019,19757.12901,petrol,1.5,0.15,0.29,0.33,0.21,0.38,0.49
4867652,domestic assembly,used car,sedan,45,sand,black,4,5,,automatic,fwd - front-wheel drive,5.0,hyundai,elantra,2018.0,Hyundai Elantra Sport 1.6 AT 2018,21052.67846,petrol,1.6,0.0,0.33,0.33,0.21,0.25,0.52
4867681,domestic assembly,used car,sedan,50000,white,colorful,4,5,kapa,manual,fwd - front-wheel drive,5.0,hyundai,i10,2019.0,Hyundai i10 Grand 1.2 MT 2019,12793.55075,petrol,1.25,0.25,0.19,0.33,0.21,0.25,0.32
4867684,domestic assembly,used car,sedan,6200,white,orange,4,5,,manual,fwd - front-wheel drive,5.0,hyundai,i10,2017.0,Hyundai i10 Grand 1.2 MT Base 2017,11295.57171,petrol,1.25,0.03,0.19,0.33,0.21,0.25,0.28
4867728,domestic assembly,used car,sedan,10000,white,cream,4,5,electronic fuel injection,manual,fwd - front-wheel drive,7.0,daewoo,gentra,2010.0,Daewoo Gentra SX 1.5 MT 2010,5587.056975,petrol,1.5,0.05,0.29,0.33,0.21,0.5,0.14
